Unnamed: 0,name,ingredients,instructions,preparation_time,cooking_time,total_time,image_url,source
22,"Tuna, egg and potato brick","Sheets) of brick (10) - egg (s) (5) - apples) of ground (10) - tuna (2 box (s)) - onion (s) (1) - salt, pepper (a little) - oil( A little)","Cook the potatoes in a large saucepan of boiling water.Aside, cook the hard eggs.
- Meanwhile, chop the onion.
- Once cooked, cut the potatoes into pieces and hard eggs in 4. In a large bowl, put the tuna, sliced onion, hard eggs and potatoes.Coarsely crush the all.Add salt and pepper.
- Put the preparation in the brick leaves and fold them.Put oil in a large skillet and fry the brick leaves for 2 min on each side.",15,25,40,https://img.cuisineaz.com/660x660/2016/04/07/i59680-brick-oeuf-pdt.jpg,https://www.cuisineaz.com/
23,Moroccan soup with chickpeas and tomatoes,Water (0.5 l) - onion (s) (2) - Ail (3 pod (s)) - Tomato (s) Pelée (s) (600 g) - canned chickpeas (400 g) - Fresh parsley (1 bouquet (s)) - olive oil (1 tsp) - cumin powder (0.5 tbsp) - Curry powder (0.5 tsp) - fine salt () -Moulin pepper (),"Rinse with clear water and carefully drain the chickpeas.
- Finely steal and chop the onions and garlic cloves.
- Wash, dry carefully and finely chop the fresh parsley.
- In a saucepan, heat the olive oil then make the garlic and the iced onions with the cumin and the curry.
- Then add the peeled tomatoes, chickpeas and chopped parsley.Mix well.
- Pour the water then salt and pepper at your convenience.
- Cover your pan and simmer over low heat for 30 min.
- At the end of cooking, taste your Moroccan soup with chickpeas and tomatoes.Rectify the seasoning if you seem to you.
- Serve your Moroccan soup with chickpeas and tomatoes immediately and taste it hot.",20,30,50,https://img.cuisineaz.com/660x660/2015/05/12/i92281-soupe-marocaine-aux-pois-chiches-et-tomates.jpg,https://www.cuisineaz.com/
24,Moroccan meatballs,Hired meat (750 g) - Tomato (s) Pelée (s) (250 g) - Pepper (1) - Sleamed onion (s) (1) - Cumin (1 tsp) - Paprika (1 CCoffee.) - Ginger (1 pinch (s)) - flat parsley (1 handle (s)) - coriander (1 handle (s)) - olive oil () - pepper salt (),"If you prefer to cook the tomatoes, start by swallowing them by soaking them a minute in boiling water to facilitate the detachment of the skin, then cut them in quarters and remove the seeds.
- Then put the tomatoes in a saucepan and crush them, or directly pour the contents of the peeled tomato box.
- In the pan, then add the minced onion, cumin, paprika, ginger, pour a little olive oil and mix everything.Lower the heat to low heat and simmer while stirring from time to time to obtain a flavored tomato puree.At the end of cooking, add the parsley.
- While the tomato sauce is cooked, now is the time to prepare the Moroccan dumplings!Take the minced meat and separate it into small pieces.Make a meat of meat by driving it between the palms of your hands.Traditionally, the Moroccan dumpling is the size of a ping-pong ball.
- Finally, place all the Moroccan meatballs in the pan, and mix gently.
- Cover and pass the heat to the medium.Now cook the Moroccan meat dumplings for 30 minutes until the sauce is reduced.",25,35,60,https://img.cuisineaz.com/660x660/2016/06/22/i11038-boulettes-de-viande-marocaine.jpeg,https://www.cuisineaz.com/
25,Oven vegetable tagine,Carrot (s) (6) - Courgette (s) (2) - Apple (s) of earth (2) - onion (s) (1) - Raisins (30 g) - Poultry broth (20 cl) - Corianderground (1 tsp) - RAS EL -HANOUT (1 tsp) - CUMIN MOULU (0.5 tsp) - Cinnamon (0.5 tsp) - Turmeric (0.5 CCoffee.) - Confit lemon (s) () (0.5) - chopped coriander (some pinch (s)) - chopped parsley (some pinch (s)),"Peel and chop the onion.Peel and cut the carrots, zucchini and potatoes into sticks.
- Oil your tagine dish and place the nicely arranged vegetables inside, the raisins and the confit half-citizen at the top.
- Add all spices to your chicken broth as well as coriander and parsley.Mix and pour the preparation over the vegetables.Place the lid on the tagine dish and bake at 150 ° for about 1:30.",30,45,75,https://img.cuisineaz.com/660x660/2022/02/08/i182848-tajine-de-legumes-au-four.jpeg,https://www.cuisineaz.com/
26,"Kofta, no Mersin",Egg (s) (6) - Middle onion (s) (2) - Persil () - Coriander () - chopped beef (1 kg) - Salt () - Pepper () - Curcuma (0.5c. coffee) - cumin (coffee c.) - paprika (0.5 c. coffee) - tomato puree () - tomato (s) (3) - garlic (1 pod) - olive oil () - Sugar ( ),"Serve the Moroccan kefta with the accompaniment of your choice - fine semolina, rice .. - and possibly sprinkle with a little fresh chopped coriander.
- Meanwhile model dumplings the size you want, but all of the same size to ensure equal cooking and flour them slightly.Brown them in a pan with a drizzle of olive oil for about 15 min (more or less depending on if you like them toasted or slightly returned).Place them on absorbent paper then immerse them in the tomato sauce, then break the 6 eggs, cover and simmer the Moroccan kefta still 5 min.
- In a saucepan, put a drizzle of olive oil, the garlic then the diced tomatoes.Leave to stew 5 minutes.Add the paprika, a pinch of sugar to remove the acidity, a pinch of turmeric and the tomato coulis.Simmer over low heat for about 30 minutes.
- Then, to make the Moroccan kefta, you have to prepare the tomato sauce.Peel and cut the garlic into thin rings.Mondez the tomatoes (remove the skin and the seeds then cut into small cubes).
- To prepare the dumplings, mix with your hands - like traditionally - or with a spoon, minced meat.Salt, pepper and add the spices.
- To prepare the Moroccan kefta, you will start with the kefta, these delicious Moroccan dumplings.First, peel and chop the onions.Then wash the parsley and coriander, and chop the leaves.
- The Moroccan Kefta is the original tagine recipe for Kefta dumplings.Other versions of this recipe exists, with other sauces or other ingredients for dumplings.",15,30,45,https://img.cuisineaz.com/660x660/2016/07/07/i65848-kefta-a-la-marocaine.jpeg,https://www.cuisineaz.com/
27,The Gazelle Horn,Flour (400 g) - soft butter (180 g) - water (4 tsp) - orange blossom (2 tbsp) - salt (2 pinch (s)) - almond powder (100 g) - hazelnut (s) (100 g) - icing sugar (80 g) - orange blossom (5 cl) - cinnamon powder (1 pinch (s)) - lemon (s) (zest) - icing sugar (50g) - water (50 ml) - egg (s) (3) - chopped almond (s) (120 g) - cinnamon (2 pinch (s)) - icing sugar (),"Step 1: The shortcrust pastry.Preheat the oven to 180 °.Meanwhile, mix the butter and flour.Add the water, the orange blossom then the salt.Mix and strawberry (mash the dough with the palm of your hand on the work surface).Reserve in the fridge.
- Step 2: syrup.Mix the water and icing sugar, let stand at room temperature.
- Step 3: The farce.Mix the icing sugar and the almond powder.Add the orange blossom then the lemon zest.
- Step 4: Dressage.Spread the dough and make circles using a glass.Place a stuffing sausage and fold the dough to give it a curved shape.Brush lightly with crushed eggs and almonds.
- Cook at 180 ° for 15-20 minutes.At the exit of the oven, roll in the syrup and then in the icing sugar to which you will have added two pinches of cinnamon.",20,40,60,https://img.cuisineaz.com/660x660/2016/09/19/i3488-la-corne-de-gazelle.jpeg,https://www.cuisineaz.com/
28,Moroccan beef grove,Beef jarret (1 kg) - tomato (s) (2) - onion (s) (2) - garlic (2 clove (s)) - olives (300 g) - flat parsley (1 bouquet (s)) - juicelemon (1) - Olive oil (3 tbsp) - peanut oil (3 tsp) - Turmeric (2.5 tsp) - cumin (1 tsp) -Safran (1 pod) - Salt () - Pepper (),"Prepare an infusion of saffron by immersing the filaments in 1/2 glass of hot water.
- Heat the 2 oils in a self-cook, let the boneless pantyhile pieces brown.Add the crushed tomatoes, minced garlic, half of the saffron infusion, spices, a glass of water, and a pinch of salt.When it all starts to simmer, add the sliced onions.Close the casserole dish and cook for 15 min from the rotation of the valve.
- Meanwhile, immerse the obvious olives 3 min in boiling water added by 1/2 tsp.teaspoon of turmeric.Repeat the operation 3 times by changing the water each time, to remove the bitterness from the olives.Drain, book.
- Open the casserole dish, add the olives, half the chopped parsley.Rectify the seasoning in salt (beware, the olives are already salty), and in pepper.Close the casserole dish and cook for 10 min.
- At the end of cooking, add the rest of the saffron infusion, the rest of the parsley, sprinkle with lemon juice.Serve hot, with a timpan of rice, or semolina.",10,25,35,https://img.cuisineaz.com/660x660/2016/04/28/i97664-jarret-de-boeuf-a-la-marocaine.jpg,https://www.cuisineaz.com/
29,Moroccan lamb shoulder,"Lamb shoulder (1) - Potato with firm flesh (1 kg) - onion (s) (1) - Crushed tomato (1 box (s)) - Water (10 cl) - Ras -el -Hanout (1c. coffee) - cumin (2 pinch (s)) - saffron (1 pinch (s)) - olive oil (1 net) - salt, pepper () ()","Preheat the oven to Th.7 (210 ° C).
- Mix all spices with the oil and crushed tomatoes then add the water.Pour this mixture on the lamb shoulder arranged in a baking dish.Leave to marinate an hour.
- Meanwhile, peel the potatoes and cut them in 8 then cut the onion into rings.Place the potatoes and onions in the dish, salt and pepper.Cook in the oven for 1 hour, taking care to turn the meat halfway through cooking and sprinkling it with cooking juices regularly.",25,35,60,https://img.cuisineaz.com/660x660/2018/02/22/i135949-epaule-d-agneau-a-la-marocaine.jpeg,https://www.cuisineaz.com/
30,Beef couscous,Braise beef (1.2 kg) - Merguez (6) - wheat semolina (600 g) - turnip (s) (6) - Carrot (s) (3) - Celery branches (2) - onion (s)(1) - CHICHE CHICKES IN BOX (150 box (s)) - Raisins (100 g) - Butter (50 g) - Thym (2 branches (s)) - Safran (1 pod) - RAS EL-Hanout (1 tbsp) - ginger (1 tbsp),"Cut the diced beef.Peel the carrots, turnips and celery branches.Slice the carrots and celery into sticks then the turnips in quarters.Peel and chop the onion.Dip the raisins in a bowl with lukewarm water.
- Heat the olive oil in a pot and brown the pieces of meat on each side.Remove the meat and replace with the onion.Brown him for 3 min, stirring.Add the spices and cook for a few moments.Then add the vegetables, but not the chickpeas.Add 1 l of water, cover and simmer for 40 min over low heat.
- Arrange the semolina in a bowl then sprinkle it with an olive fillet and mix with a fork to separate the grains.Add 15 cl of cold salted water.Stir then let stand for 15 min.Then make the semolina by hand and keep.
- Drain the raisins then add them to the vegetables.Add a little water and simmer 35 min.5 minutes before the end of cooking, add the chickpeas.
- In a skillet, cook the merguez.
- Turn over in the semolina 10 cl of vegetable broth.Mix and make.Pour it into a dish and arrange over the vegetables and meat.Soak with the vegetable broth.",30,45,75,https://img.cuisineaz.com/660x660/2018/03/19/i136484-couscous-au-boeuf.jpeg,https://www.cuisineaz.com/
31,Couscous without couscoussier,Average semolina (800 g) - Beef paleron (1 kg) - Carrot (s) (4) - Mixed tomato (5) - Earth apple (s) (4) - Pumpkin (500 g) - CHICHES in box (100 g) - chopped garlic (2 pod) - onion (s) (4) - zucchini (s) (3) - turnip (s) (2) - olive oil (4 tsp) - Tomato concentrate(2 c. Soup) - Smen (1 piece (x)) - Ras el -Hanout (1 tsp) - Paprika (1 tsp) - ginger (1 tsp) - Salt (1c. coffee) - pepper (0.5 c. coffee) - chopped parsley (a few strands) - chopped coriander (a few strands),"Cut your beef into pieces.Heat the olive oil with the SMEN in a pot.Add the lamb, the onion and the garlic and cook until the meat changes color, without browning.
- Add the mixed tomatoes as well as all spices, parsley, coriander, tomato puree, and let it come back for 5 min.Add the quarters cut in quarters, chickpeas and pumpkin with its skin.Cover with water and cook for about 30 minutes.
- Meanwhile, peel and cut the carrots and zucchini into pieces, lengthwise.Make quarter potatoes.Add these vegetables to the pot.If necessary, add water again to cover the vegetables.Put a lid and cook for 45 minutes over medium heat.
- In the last minutes of cooking your couscous, prepare the semolina: heat 1 l of water in the microwave with a little salt and olive oil.Pour into your semolina in hot water and set aside 5 min.Give your semolina with a fork and heat it again in the microwave 4 min.
- Check that your vegetables and that your meat are sufficiently tender and well cooked, adjust the seasoning if necessary.
- Place in a hollow plate: place the semolina at the bottom, vegetables and meat above.Coat with sauce.Enjoy your food !",15,20,35,https://img.cuisineaz.com/660x660/2022/02/18/i182972-couscous-sans-couscoussier.jpeg,https://www.cuisineaz.com/
32,Moroccan pancakes (in Arabic: Beghrir or a thousand holes),Flour (100 g) - fine semolina (100 g) - egg (s) (1) - yeast (1 tsp) - salt (a little) - milk (100 ml) - water (600 ml),"Mix the flour and semolina.Make a hole in the middle, add the yeast, salt and egg.
- Heat the milk with the water (lukewarm), mix everything with your hand then with a mixer and let stand 20 min.
- Cook like pancakes.",25,30,55,https://img.cuisineaz.com/660x660/2018/03/19/i138126-crepes-a-la-marocaine-en-arabe-beghrir-ou-mille-trous.jpeg,https://www.cuisineaz.com/
