name,ingredients,instructions,preparation_time,cooking_time,,total_time,image_url,source
Couscous Marocain aux légumes,"1 kg de semoule à couscous700 g a 1 kg de viande3 à 4 pièces de chacun de ces légumes: oignons, tomates, carottes, navets, courgettes, pommes de terre, , choux, patates douces.1 tête moyenne de choux blanc500 g de courge rouge coupées en gros morceaux1 botte de coriandre ficelée150 g de pois chiches de conserves ou macérées pendant 1 nuit250 g de fèves fraîches piquées1/2 verre à thé d?huile d?olive et d'huile neutre1 cuillère à.café  de poivre noir1 cuillère à.café  de sel1 cube de bouillon de viande1 ou 2 piments fortsQuelques pistils de safran1 cuillère à.soupe  de smen1 cuillère à.soupe  de gingembre en poudre1 cuillère à.café de curcuma2 cuillères à.soupe de smen.","Laissez cuire à couvert pendant 40 minutes ou alors sous pression. Ajoutez les choux, carottes coupées en deux ensuite en tronçons. cuire 10 minutes, ajoutez les navets.Méthode du couscoussier : Mélangez la semoule avec 1 cuillère.à.soupe de sel, 3 cuillères.à.soupe d'huile d'olive et 30 cl d'eau.Laissez reposer 10 minutes pour que la semoule s'empreigne d'eau. Sablez-la et éparpillez-la dans le couscoussier.Remettez cette partie à sa place et laissez la vapeur cuire la semoule pour 25 min environ.Pendant ce temps, les légumes continuent la cuisson. Ajoutez l?eau au besoin. Ajoutez les patates douces, les pommes de terre et les courgettes coupées en deux. Les morceaux de courges aussi.Versez la semoule dans un grand récipient et mélangez avec 30 cl d'eau. Sablez la semoule avec les doigts. Mettez-la à la vapeur 25 minutes. Cette opération est généralement répétée une 3 ème fois et c'est tout.Une fois la semoule bien cuite, versez-la dans un grand récipient et ajoutez le beurre rance. Étalez-bien pour que la semoule s'imprègne du goût du beurre.Faites cuire la sauce de la même manière. Quand a la semoule, suivez les indications sur le paquet de la marque choisie.Dans un grand plat de servir, répartissez la semoule, faites un puits, déposez les bouts de viandes dans le cratère.Ensuite, ajoutez les bouts de courges, commencez par déposer les légumes coupés gros et finissez par les plus petits.Prenez une louche et répartissez la sauce sur le couscous. Remplissez quelques bols de la même sauce pour accompagner le grand plat.",20 min,55 min,,75 min,,https://www.ptitchef.com//recettes/plat/couscous-marocain-aux-legumes-fid-868668
Gâteaux serpents pour un atelier marocain Merveilleux,Un paquet de feuilles de bricks rondes1 oeuf battu35 g de beurre doux200 g de poudre d'amandes2 cuillère à soupe d'eau de fleur d'oranger1 cuillère à café de cannelle2 cuillères à soupe de sucre glacedu miel liquideun peu d'huile de tournesoldes cure-dents en bois,"Faire torréfier la poudre d'amandes pour lui faire retrouver sa saveur : la passer quelques minutes sur une poêle bien chaude, sans ajouter de matière grasse. Veiller à ne pas laisser brûler! Laisser l'amande refroidir, puis y ajouter la cannelle, la moitié du sucre glace, la fleur d'oranger et le beurre fondu. Bien mélanger jusqu'à obtenir une pâte bien homogène.Couper les feuilles de brique en deux. Sur un demi-cercle de brick, étaler un fin cordon de pâte d'amande tout le long du bord arrondi. Badigeonner les bords vides de l’œuf battu, puis enrouler en serrant bien, afin de former un petit boudin farci.Enrouler le boudin pour former un petit escargot, et faire tenir le tout avec un pique en bois. Réserver sur une plaque de four recouverte de papier sulfurisé, et procéder de même avec le reste de pâte.Préchauffer le four à 240° (thermostat 8). Avec un pinceau de cuisine, badigeonner légèrement les gâteaux d'huile d'arachide.Glisser la plaque de gâteau au four, jusqu'à ce qu'ils soient bien dorés (de 10 à 15 minutes).Pendant ce temps, réchauffer le miel avec deux cuillères à soupe d'eau (ou d'eau de fleur d'oranger pour un goût plus prononcé).Sortir la plaque du four, et poser les gâteaux à plat dans une grande assiette. Ôter les pique en bois délicatement. Arroser les gâteaux du miel liquéfié.",45 min,15 min,,60 min,https://www.ptitchef.com//imgupl/recipe/gateaux-serpents-pour-un-atelier-marocain-merveilleux--md-140679p211149.jpg,https://www.ptitchef.com//recettes/dessert/gateaux-serpents-pour-un-atelier-marocain-merveilleux-fid-118640
Pain complet marocain,500 g farine complète18 g de levure boulangère1 cuillère à café de miel1 cuillère à café de sel1 cuillère à soupe d?huile d?oliveEau tiède,"Commencer par diluer la levure dans un verre d'eau tiède, mettre la farine dans un plat creux y ajouter l'huile, le sel et le miel et la levure diluée.Puis l'eau tiède peu à peu pour obtenir une pâte qu'il faudra travailler un peu à la main jusqu'à ce qu'elle soit bien homogène.Former 3 boules, aplatissez- les à la main pour obtenir environ 1 cm d'épaisseur.Laisser lever pendant 1 heure 30 minutes couvert d'un linge propre.Badigeonner avec de l'eau pour avoir une belle couleur à la cuisson.Enfourner pendant 40 minutes à 200°.",15 min,40 min,,55 min,https://www.ptitchef.com//imgupl/recipe/pain-complet-marocain--md-92718p133675.jpg,https://www.ptitchef.com//recettes/autre/pain-complet-marocain-fid-54805
Cassoulet du terroir marocain,"Pieds de veau ou de mouton80 g d'haricots blanc par persune poignée de pois chiche (facultatif)1 bouquet de coriandre2 oignons4 gousses d'ail (ou moins si vous préférez)3 belles tomates (important)épices: 1 et 1/2 cuillère à café de: gingembre, paprikas, curcumaselpoivrehuile d'olive et huile végétal pour cuisson (tournesol) 1verre à expresso","La veille. Mettre à tremper dans de l'eau, les haricots et les pois-chiches.Préparez les pieds : grillés, découpez en morceaux, épluchez l'oignon et les tomates et les couper en dés, lavez et ciselez le bouquet, épluchez l'ail et l'écraser.Mettre l'oignon, les pieds et les épices à revenir dans l'huile.Ajoutez les tomates, laissez réduire un peu et couvrir d'eau chaude, portez à ébullition et ajoutez les haricots.Couvrir et laissez cuire doucement pendant 45 minutes voire 1 heure.",15 min,60 min,,75 min,https://www.ptitchef.com//imgupl/recipe/cassoulet-du-terroir-marocain--md-78543p109248.jpg,https://www.ptitchef.com//recettes/plat/dessine-moi-un-cassoulet-pour-gracianne-cassoulet-du-terroir-marocain-fid-31587
Pain marocain à la semoule,750 g semoule fine500 g de farine2 cuillères à soupe de levure SAF mais si vous trouvez la fraîche c'est meilleurUne petite cuillère de sel2 cuillères à soupe de beurre mouDe l'eau tiède,"Tamiser la farine et la semoule, verser sur le plan de travail et y faire un puits, répartir le sel sur la farine sans en mettre au creux du milieu.Délayer la levure dans un peu d'eau tiède et la verser au centre, ajouter le beurre.Travailler le mélange en ajoutant de l'eau tiède jusqu'à obtention d'une masse, Pétrir continuellement puis arroser de 3 ou 4 cuillères à soupe d'eau, donner des coups de poings à la pâte pour faire absorber l'eau puis reprendre le pétrissage, recommencer cette opération 3 fois. La pâte doit être très souple et pas collante du tout. Couvrir d'un linge propre et laisse reposer une quinzaine de minutes.Diviser en boulettes de la taille d'une grosse orange, puis aplatir chaque boulette à la main sur un plan de travail couvert d'une couche fine de semoule, la retourner sur l'autre face et aplatir sous forme de galette pas trop fine, ni épaisse.La retourner pour avoir la première face vers le haut et la placer délicatement sur une plaque de cuisson légèrement farinée.Couvrir d'un linge propre et laisser lever une vingtaine de minutes. Préchauffer le four à température moyenne, avec un couteau faire des petites marques sur le pain pour qu'il ait une mie bien aérée, faire cuire les pains jusqu'à cuisson complète. Servir avec un tajine, de la harira, des caviars de légumes..etc.",45 min,30 min,,75 min,https://www.ptitchef.com//imgupl/recipe/pain-marocain-a-la-semoule--md-127727p191761.jpg,https://www.ptitchef.com//recettes/autre/pain-marocain-a-la-semoule-fid-101380
Gâteau marocain à l'orange et aux amandes,2 oranges (petites)115 g de beurre130 g sucre2 oeufs175 g de semoule fine100 g de poudre d'amandes1/2 sachet de levure chimique8 gousses de cardamone,"Prélevez le zeste des deux oranges lavées et pressez le jus d'une demie orange.  Battez le beurre ramolli avec le zeste des oranges et 100 g de sucre (le reste sera pour le sirop) . Ajoutez les oeufs un à un.Dans une autre jatte, mélangez la semoule, la poudre d'amandes et la levure. Incorporez-les au mélange précédent. Versez le jus de la demie orange et continuez à mélanger.  Versez cette préparation dans un petit plat (18 ou 19 cm de diamètre) et enfournez 20 à 25 minutes à 180°. Vérifiez la cuisson avec la pointe d'un couteau qui doit ressortir sèche.Pendant la cuisson, faites bouillir quelques minutes le jus d'orange qu'il vous reste (12 cl pour moi) avec les gousses de cardamone et le reste de sucre. Filtrez-le.  À la sortie du four, faîtes des trous avec une brochette en bois et versez sur le gâteau le sirop Laissez refroidir.",20 min,20 min,,40 min,,https://www.ptitchef.com//recettes/dessert/gateau-marocain-a-l-orange-et-aux-amandes-fid-1565253
Couscous marocain au poulet,"1 poulet d'1 kg 5001 kg de couscous200 à 300 g de pois chiches trempé la veille3 oignons2 tomates3 pommes de terre4 navets5 de courgettes250 g de potironun bouquet de persil/coriandre1/2 de chou blanc3 cuillères à soupe d'huilesel,poivregingembrecurcumasafran (colorant alimentaire)","Dans la partie inférieure du couscousier, faites chauffer l'huile puis le poulet( coupée en morceaux, mais vous pouvez le laisser tout entier). les épices, ajoutez les oignons épluchés et émincés, les tomates pelées et coupées en quartiers, le bouquet d'herbe et les pois chiches....après un quart d'heure ajouter 2l d'eau puis Laver les navets et les couper en quartiers. Laver et gratter les carottes et les couper en tronçons, et le chou découpé en deux puis les ajouter à la préparationFaites bouillir le tout sur feu moyen pendant une demi heure. Mettre le couscous dans le haut du couscoussier et placer sur la marmite en ébullition. La vapeur ne doit s'échapper que par le haut, laisser cuire une demi heure.Retirer alors le couscous, le verser dans la ""gsaa"", ou une grande assiette, mais pour nous c'est ""gsaa""; l'écraser légèrement a l'aide d'une louche pour séparer les grains, le laisser refroidir et l'arroser d'eau froide, laisser reposer le temps d'ajouter les autres légumes qui resteLaver les courgettes et les couper en quartiers, et les pommes de terre épluchés et découpé en quartiers, et ajouter l'eau qui doit tout couvrir... laisser bouillir puis remettre le couscous pour la 2ème fois..Laisser cuir encore une fois pendant une demi heure et si vous trouvez que le couscous n'est pas bien cuit le remettre pour la 3ème fois pour bien cuirLorsque la vapeur s'échappe du couscous, le retirer et le verser dans la ""gsaa"", ajouter le beurre salé(smen) et du sel bien mélangerPlacer alors dans un grand plat rond, ou dans une (gsaa) dresser en dôme. Former un puits au centre on dépose le poulet , les légumes",30 min,60 min,,90 min,,https://www.ptitchef.com//recettes/plat/couscous-marocain-au-poulet-fid-23187
El khobz ou pain marocain,400 g de farine T55400 g de semoule fine + 100 g pour le façonnage750 ml d'eau25 g de levure de boulanger2 cuillères à café de sel1 sucre,"Faites tiédir l'eau, prélevez 10 cl et mettez-y la levure avec le sucre et laissez lever environ 15 minutes.Dans un cul de poule, mettez la moitié de la farine, la moitié de la semoule et le sel, ajoutez la moitié de l'eau et le levure. Ajouter peu peu le reste de farine et de semoule, et de l'eau si nécessaire.Pétrissez 10 à 15 minutes, jusqu'à obtention d'une pâte ni trop molle ni trop dure.Recouvrez d'un linge et laissez lever à l'abri des courants d'air pendant environ 30 minutes.Divisez la pâte en portions le plus égales possible, façonnez-les en boule dans la semoule fine, et laissez reposer sous un linge pendant environ 15 minutes.Ensuite, aplatissez-les et laissez-les lever sous un linge pendant environ 30 minutes.Enfournez dans un four préchauffé à 200°C pour environ 20 minutes.",15 min,20 min,,35 min,https://www.ptitchef.com//imgupl/recipe/el-khobz-ou-pain-marocain--md-140693p211172.jpg,https://www.ptitchef.com//recettes/autre/el-khobz-ou-pain-marocain-fid-119086
Petit pain marocain (krachel),3 oeufs150 g de sucre semoule½  verre à thé d'huile2 cuillères à soupe de levure boulangère¼ de cuillère à café de sel2 cuillères à soupe de graines de sésame1 cuillère à soupe d'anis½ verre à thé de l'eau de fleur d'oranger100 g de beurre fondu1 kg de farineDu lait tièdeDes graines de sésame et un oeuf battu pour la décoration,"Dans un récipient, cassez les œufs et ajoutez le sucre semoule, l'huile, la levure, le sel, les graines de sésame, l'eau de fleur d'oranger, l'anis et le beurre fondu. Mélangez jusqu'à ce que la levure soit diluée.Mettez la farine en fontaine puis versez le mélange des œufs au milieu. Travaillez la pâte énergiquement.Ajoutez le lait puis fraisez avec les paumes des mains pour obtenir une pâte bien lisse. Laissez lever pendant 1 heures.Divisez la pâte en boulette du volume d'un œuf et laissez lever une deuxième fois pendant 1 heure.Avec les pointes des doigts, aplatissez légèrement chacune des boulettes jusqu'à obtention d'un petit pain rond. Laisser lever une nuit.Le lendemain à l'aide d'un pinceau, enduisez la face à l'œuf battu et décorez avec des graines de sésame.Cuire dans un four préchauffé à 180°C pendant 20 minutes.",15 min,20 min,,35 min,,https://www.ptitchef.com//recettes/autre/petit-pain-marocain-krachel-fid-654680
Poulet Marocain pruneaux abricots,"12 cl de sauce soja12 cl jus de citron frais12 cl de xérès (ou sherry)12 cl de miel1/2 cuillère à café de thym en poudre2 cuillères à café de curry en poudre1/2 cuillère à café d'origan séché1/2 cuillère à café de gingembre en poudre1/2 cuillère à café de poivre noir moulu1 gousse d'ail écrasée1,4 kg de morceaux de poulet coupés285 g de riz brun75 cl d'eau2 cuillères à soupe d'huile d'olive8 pruneaux dénoyautés8 abricots secs coupés en deux","Mélanger la sauce soja, le jus de citron, le sherry, le miel, le thym, le curry, l'origan, le gingembre, le poivre et l'ail. Placer la marinade et les morceaux de poulet dans un sac hermétique, et laisser mariner au moins 30 minutes ou 24h.Dans une casserole, porter l'eau et le riz brun à ébullition, sur feu vif. Réduire à feu moyen/doux et laisser mijoter jusqu'à ce que le riz soit tendre, et que le liquide soit absorbé, environ 45 à 50 minutes.Faire chauffer l'huile d'olive dans une grande poêle, sur feu moyen/vif, et faire revenir le poulet jusqu'à ce qu'il soit doré sur tous les côtés. Saupoudrer le poulet avec les pruneaux et les abricots, verser la marinade dans la poêle. Porter à ébullition, couvrir et laisser mijoter 30 minutes. Oter le couvercle et laisser mijoter jusqu'à ce que la sauce ait légèrement réduite, le poulet ne doit plus être très rose près des os, et le jus doit être clair, environ 15 minutes. Servir sur le riz brun.",15 min,45 min,,60 min,,https://www.ptitchef.com//recettes/plat/poulet-marocain-pruneaux-abricots-fid-1523780
Pain Matlou marocain de fetes au fromage Kiri,750 g de semoule de blé extra fineUne cuillère a soupe de levure SAF1/2 cuillère a café de selDeux cuillères a soupe de mélange de grains40 g de beurre mouune pincée de smen ( facultatif)4 carres de fromage Kiri ou Vache qui rit tendresSuffisamment de lait tiédi pour le pétrissageDeux cuillères à soupe d'eau de fleur d'oranger1 Oeuf plus un pour la dorure,"Dans une Gasa'a ou un grand plat, mettre la farine. Faire un puits au centre, y mettre la levure, l’œuf , le beurre et le fromage.Repartir les grains et le sel sur toute la farine loin de la levure.  Ajouter le lait et l'eau de fleur d'oranger petit a petit dans le puits et à la main travailler la levure puis amalgamer le tout jusqu'à obtention d'une boule tendre mais pas collante.Pétrir longuement la pâte jusqu'à ce que des bulles d'air commencent à s’écraser sous la main.Repartir en 3 boulettes, couvrir un petit quart d'heure dans une température assez tiède.Étaler chaque boulette en pain rond plat pas trop épais et les placer dans une plaque de cuisson légèrement farinée.Couvrir et laisser lever une demi heure toujours dans une température tiède.Faire des décors avec une pince ou tout simplement une fourchette. Badigeonner de jaune d’œuf et faire cuire dans un four préchauffé pendant une vingtaine de minutes.",15 min,20 min,,35 min,https://www.ptitchef.com//imgupl/recipe/pain-matlou-marocain-de-fetes-au-fromage-kiri--md-178549p267572.jpg,https://www.ptitchef.com//recettes/autre/pain-matlou-marocain-de-fetes-au-fromage-kiri-fid-191099
